Date,equity
2009-07-03,788438.4504893142
2009-07-04,788438.4504893142
2009-07-05,788438.4504893142
2009-07-06,792691.207701971
2009-07-07,777379.2838091713
2009-07-08,777411.250659578
2009-07-09,778283.0433613287
2009-07-10,774908.1354435813
2009-07-11,774908.1354435813
2009-07-12,774908.1354435813
2009-07-13,787978.1561849009
2009-07-14,794315.0609139375
2009-07-15,813288.5983896124
2009-07-16,818515.2754749969
2009-07-17,819069.5447855637
2009-07-18,819069.5447855637
2009-07-19,819069.5447855637
2009-07-20,826591.5579295984
2009-07-21,831383.8836314809
2009-07-22,827532.7840024866
2009-07-23,846366.3058397472
2009-07-24,856330.603627896
2009-07-25,856330.603627896
2009-07-26,856330.603627896
2009-07-27,855555.2556510306
2009-07-28,847099.0458192449
2009-07-29,840708.8469717634
2009-07-30,848548.851972437
2009-07-31,847768.8793137296
2009-08-01,847768.8793137296
2009-08-02,847768.8793137296
2009-08-03,863610.2542762636
2009-08-04,866097.0721760228
2009-08-05,858685.6643870882
2009-08-06,857957.999430772
2009-08-07,877357.1788106883
2009-08-08,877357.1788106883
2009-08-09,877357.1788106883
2009-08-10,870584.3999046753
2009-08-11,859516.3595645943
2009-08-12,872383.8313773536
2009-08-13,875763.2597630159
2009-08-14,864782.432828238
2009-08-15,864782.432828238
2009-08-16,864782.432828238
2009-08-17,840266.1427090346
2009-08-18,851001.8123559352
2009-08-19,855456.1582123139
2009-08-20,864288.1577845701
2009-08-21,881904.9895776336
2009-08-22,881904.9895776336
2009-08-23,881904.9895776336
2009-08-24,879486.0753547215
2009-08-25,884866.07591752
2009-08-26,884855.6085054508
2009-08-27,888684.6434009409
2009-08-28,888193.1550587739
2009-08-29,888193.1550587739
2009-08-30,888193.1550587739
2009-08-31,887426.877215064
2009-09-01,876183.3221750942
2009-09-02,877473.3002936392
2009-09-03,876343.6281865339
2009-09-04,885781.2209372155
2009-09-05,885781.2209372155
2009-09-06,885781.2209372155
2009-09-07,885781.2209372155
2009-09-08,887504.5291319445
2009-09-09,892491.111011808
2009-09-10,899120.7157925906
2009-09-11,901237.2133251496
2009-09-12,901237.2133251496
2009-09-13,901237.2133251496
2009-09-14,901883.6409074232
2009-09-15,895525.1408030567
